email_id,is_spam,word_freq_will,word_freq_original,word_freq_415,word_freq_mail,char_freq_#,char_freq_$,word_freq_internet,word_freq_edu,word_freq_hp,word_freq_lab,char_freq_!,word_freq_forest,word_freq_parts,word_freq_order,word_freq_credit,word_freq_direct,word_freq_project,word_freq_neural,word_freq_table,word_freq_3d,word_freq_650,word_freq_free,word_freq_data,word_freq_over,word_freq_people,word_freq_email,char_freq_;,word_freq_1999,word_freq_857,word_freq_our,word_freq_make,word_freq_pm,word_freq_money,capital_run_length_longest,word_freq_report,word_freq_business,word_freq_font,word_freq_remove,capital_run_length_total,word_freq_meeting,word_freq_your,word_freq_85,word_freq_all,word_freq_you,word_freq_hpl,word_freq_network,word_freq_addresses,word_freq_labs,char_freq_[,word_freq_re,word_freq_telnet,word_freq_receive,word_freq_000,capital_run_length_average,word_freq_address,word_freq_george,word_freq_cs,word_freq_random,word_freq_conference,word_freq_technology,char_freq_(
764,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333,0.0,20.0,0.0,0,0.0,0.0,0.0
328,yes,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.467,0,0.0,0.74,0.0,0.74,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0.0,12,0.0,0.0,0.0,0.74,72,0.0,1.49,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.846,0.0,0.0,0.0,0,0.0,0.0,0.0
350,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.34,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,0.0,0.0,2.17,0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.529
10,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,1.6,6,0.8,0.0,0.0,0.0,21,0.0,4.0,0.0,0.0,5.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.909,0.0,0.0,0.0,0,0.0,0.0,0.244
3539,yes,0.0,0.0,0.0,0.15,0.022,0.707,0.0,0.0,0.95,0.0,0.862,0,0.0,0.63,0.0,0.15,0.0,0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,1.27,0.0,0.31,0.0,0.31,0.0,0.0,0.0,51,0.0,0.0,0.0,0.15,1128,0.0,0.0,0.0,0.15,0.79,0.0,0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,5.423,0.0,0.0,0.0,0,0.0,0.0,0.088
3406,no,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,48,0.0,0.65,0.0,0.65,0.65,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.411,0.0,0.0,0.0,0,0.0,0.0,0.0
508,no,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.179,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.179,1.04,0.0,0.0,0.0,1.04,0.0,13,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0.0,1.04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037,0.0,0.0,0.0,0,0.0,0.0,0.358
2033,no,0.84,0.0,0.0,0.84,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,4.2,0.0,0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,1.454,0.0,0.0,0.0,0,0.0,0.0,0.0
3911,yes,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,19,0.0,0.8,0.0,0.8,81,0.0,1.6,0.0,0.0,1.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.115,0.8,0.0,0.0,0,0.0,0.0,0.134
3740,no,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.3,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,272,0.0,0.0,0.0,0.0,0.15,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0,0.0,1.21,0.022
2696,yes,0.0,0.0,0.0,0.43,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0,0.0,0.43,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.87,33,0.0,0.0,0.0,0.0,117,0.0,0.43,0.0,0.87,6.14,0.0,0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,5.086,0.43,0.0,0.0,0,0.0,0.0,0.075
3762,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.66,2.66,0.0,0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,1.761,0.0,0.0,0.0,0,0.0,0.0,0.231
4579,no,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.17,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,822,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.343,0.0,0.0,0.0,0.0,4.326,0.0,0.17,0.0,0,0.0,0.0,0.026
3460,no,0.39,0.0,0.0,0.0,0.059,0.0,0.0,0.39,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,123,0.0,0.0,0.0,0.79,3.18,0.0,0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,2.51,0.0,0.0,,0,0.0,0.0,0.237
3094,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
3261,no,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,5.857,0.0,0.0,0.0,0,0.0,0.0,0.0
4504,no,0.0,0.0,0.0,0.0,0.0,0.763,0.0,2.32,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,4.65,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.181,0.0,0.0,0.0,0,0.0,0.0,0.0
1928,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0,0.0,0.0,0.0
969,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0,0.0,0.0,0.0
735,no,0.3,0.02,0.0,0.12,0.003,0.041,0.02,0.33,0.0,0.0,0.015,0,0.0,0.0,0.02,0.02,0.02,0,0.0,0.0,0.0,0.02,2.16,0.02,0.12,0.12,0.037,0.68,0.0,0.12,0.0,0.0,0.0,25,0.0,0.17,0.0,0.0,2458,0.02,0.12,0.0,0.15,0.22,0.0,0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,2.198,0.07,0.0,,0,0.43,0.15,0.225
3755,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0.0,60,0.0,1.01,0.0,0.0,5.05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1810,no,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.19,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,205,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.204,0.19,0.0,0.0,0,0.19,0.38,0.199
4170,no,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0.0,0.22,0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,128,0.0,0.0,0.22,0.0,0.0,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.729,0.0,0.0,0.0,0,0.22,0.0,0.172
1957,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.666,0.0,0.0,0.0,0,0.0,0.0,0.0
1967,yes,0.5,0.0,0.0,0.81,0.033,0.397,0.1,0.0,0.0,0.0,0.977,0,0.0,1.42,0.5,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,1.01,0.0,0.0,0.0,0.6,0.1,0.1,0.3,56,0.0,0.0,0.0,0.4,1045,0.0,2.03,0.1,0.71,2.23,0.0,0,0.0,0.0,0.264,0.0,0.0,0.1,0.0,3.166,0.1,0.0,0.0,0,0.0,0.0,0.0
3002,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
3104,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2349,yes,0.98,0.0,0.0,0.39,0.025,0.31,0.19,0.0,0.0,0.0,0.749,0,0.0,1.38,0.39,0.0,0.0,0,0.0,0.0,0.0,0.98,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.38,76,0.19,0.0,0.0,0.19,632,0.0,1.38,0.0,0.59,2.56,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.652,0.39,0.0,0.0,0,0.0,0.0,0.232
4306,no,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,31,0.0,1.34,0.0,0.67,4.69,0.0,0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0,0.0,0.0,0.493
365,no,0.09,0.01,0.0,0.01,0.0,0.005,0.0,0.0,0.53,0.0,0.0,0,0.01,0.23,0.0,0.0,0.0,0,0.05,0.0,0.0,0.13,0.47,0.03,0.0,0.01,0.2,0.45,0.0,0.33,0.01,0.0,0.0,38,0.0,0.0,0.0,0.0,2349,0.0,0.05,0.01,0.03,0.07,0.55,0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,2.589,0.0,0.01,0.0,0,0.0,0.01,0.127
3076,no,0.64,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,1.28,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,63,0.0,0.64,0.0,0.0,1.92,0.64,0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,1.536,0.0,0.0,0.0,0,0.0,0.0,0.0
286,no,0.0,0.0,0.0,0.73,0.503,0.0,0.0,0.0,0.0,0.0,0.062,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.838,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,10.25,0.0,394,0.0,0.36,0.0,0.0,1.46,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.912,0.36,0.0,0.0,0,0.0,0.0,0.0
124,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2421,yes,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0,0.0,0.44,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.67,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,163,0.0,0.67,0.0,0.22,0.89,0.0,0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.895,0.0,0.0,0.0,0,0.0,0.0,0.0
